output[1] 쟁반 line=54166
state: 그릇=0, 냄비=15, 단지=60, 숟가락=464, 웍=0, 쟁반=643017, 접시=0, 칼=0, 컵=0, 후라이팬=12
현재 8123000행 실행 중 (src 28356): 그릇=0, 냄비=0, 단지=0, 숟가락=6, 웍=1065, 쟁반=4, 접시=10, 칼=417, 컵=0, 후라이팬=0
현재 8124000행 실행 중 (src 29900): 그릇=0, 냄비=0, 단지=0, 숟가락=3, 웍=51, 쟁반=16416, 접시=24, 칼=0, 컵=82, 후라이팬=1205
현재 8125000행 실행 중 (src 31409): 그릇=94, 냄비=102157, 단지=0, 숟가락=19, 웍=0, 쟁반=0, 접시=0, 칼=36, 컵=6, 후라이팬=0
현재 8126000행 실행 중 (src 37509): 그릇=0, 냄비=27, 단지=0, 숟가락=0, 웍=30, 쟁반=33, 접시=16119, 칼=0, 컵=92, 후라이팬=0
현재 8127000행 실행 중 (src 39032): 그릇=1, 냄비=5, 단지=6, 숟가락=0, 웍=8, 쟁반=696, 접시=0, 칼=0, 컵=117, 후라이팬=5
현재 8128000행 실행 중 (src 40518): 그릇=27, 냄비=0, 단지=180, 숟가락=8, 웍=2, 쟁반=4, 접시=15, 칼=0, 컵=89, 후라이팬=174
현재 8129000행 실행 중 (src 37511): 그릇=0, 냄비=216, 단지=0, 숟가락=0, 웍=30, 쟁반=33, 접시=53253, 칼=0, 컵=92, 후라이팬=0
현재 8130000행 실행 중 (src 39031): 그릇=1, 냄비=5, 단지=6, 숟가락=0, 웍=8, 쟁반=696, 접시=0, 칼=0, 컵=117, 후라이팬=5
현재 8131000행 실행 중 (src 40519): 그릇=27, 냄비=10, 단지=180, 숟가락=8, 웍=2, 쟁반=4, 접시=15, 칼=0, 컵=89, 후라이팬=174
현재 8132000행 실행 중 (src 37510): 그릇=0, 냄비=216, 단지=0, 숟가락=0, 웍=30, 쟁반=33, 접시=53253, 칼=0, 컵=92, 후라이팬=0
현재 8133000행 실행 중 (src 39034): 그릇=1, 냄비=5, 단지=6, 숟가락=0, 웍=11, 쟁반=696, 접시=0, 칼=0, 컵=117, 후라이팬=5
현재 8134000행 실행 중 (src 40520): 그릇=27, 냄비=10, 단지=180, 숟가락=8, 웍=2, 쟁반=4, 접시=15, 칼=0, 컵=29, 후라이팬=174
현재 8135000행 실행 중 (src 9758): 그릇=0, 냄비=0, 단지=0, 숟가락=36, 웍=0, 쟁반=160306, 접시=12, 칼=101, 컵=146010, 후라이팬=0
현재 8136000행 실행 중 (src 11247): 그릇=0, 냄비=1826157249567, 단지=3, 숟가락=14040, 웍=0, 쟁반=31, 접시=14, 칼=32, 컵=0, 후라이팬=0
현재 8137000행 실행 중 (src 12790): 그릇=21, 냄비=0, 단지=14, 숟가락=6, 웍=2, 쟁반=0, 접시=1753111485208, 칼=24, 컵=0, 후라이팬=7
현재 8138000행 실행 중 (src 5080): 그릇=107711306977147296, 냄비=58, 단지=1429, 숟가락=0, 웍=0, 쟁반=24, 접시=0, 칼=18, 컵=6, 후라이팬=11
현재 8139000행 실행 중 (src 6566): 그릇=12, 냄비=424, 단지=0, 숟가락=0, 웍=0, 쟁반=6, 접시=0, 칼=11, 컵=653608167970177, 후라이팬=14
현재 8140000행 실행 중 (src 8097): 그릇=0, 냄비=16138473368462, 단지=12, 숟가락=0, 웍=19, 쟁반=0, 접시=4, 칼=13, 컵=4, 후라이팬=0
현재 8141000행 실행 중 (src 307): 그릇=0, 냄비=0, 단지=0, 숟가락=100394216947995, 웍=0, 쟁반=0, 접시=18940611, 칼=0, 컵=582, 후라이팬=20
현재 8142000행 실행 중 (src 1870): 그릇=4, 냄비=657, 단지=55, 숟가락=0, 웍=0, 쟁반=15, 접시=2, 칼=0, 컵=22117, 후라이팬=918099839387
현재 8143000행 실행 중 (src 3396): 그릇=0, 냄비=728486, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=2, 칼=3, 컵=67, 후라이팬=6
현재 8144000행 실행 중 (src 9555): 그릇=59684, 냄비=0, 단지=0, 숟가락=0, 웍=8, 쟁반=125, 접시=36, 칼=10, 컵=3, 후라이팬=15
현재 8145000행 실행 중 (src 11060): 그릇=0, 냄비=0, 단지=67, 숟가락=0, 웍=2, 쟁반=0, 접시=22, 칼=0, 컵=56144925212, 후라이팬=0
현재 8146000행 실행 중 (src 12574): 그릇=0, 냄비=0, 단지=24, 숟가락=4, 웍=0, 쟁반=0, 접시=73, 칼=0, 컵=1616974504452, 후라이팬=4
현재 8147000행 실행 중 (src 156): 그릇=0, 냄비=2352, 단지=1, 숟가락=0, 웍=0, 쟁반=5, 접시=0, 칼=3, 컵=0, 후라이팬=1149850523848
현재 8148000행 실행 중 (src 1706): 그릇=4, 냄비=0, 단지=7886796, 숟가락=1020, 웍=16, 쟁반=0, 접시=220, 칼=0, 컵=0, 후라이팬=2
현재 8149000행 실행 중 (src 3248): 그릇=45, 냄비=0, 단지=6, 숟가락=54, 웍=4, 쟁반=0, 접시=1114, 칼=114, 컵=0, 후라이팬=0
현재 8150000행 실행 중 (src 79): 그릇=24, 냄비=4931, 단지=0, 숟가락=0, 웍=55, 쟁반=0, 접시=6, 칼=0, 컵=6, 후라이팬=10
현재 8151000행 실행 중 (src 1613): 그릇=21, 냄비=12, 단지=0, 숟가락=0, 웍=33, 쟁반=1516, 접시=9, 칼=150, 컵=333, 후라이팬=0
현재 8152000행 실행 중 (src 3136): 그릇=1053, 냄비=4, 단지=5, 숟가락=34, 웍=0, 쟁반=0, 접시=484417, 칼=0, 컵=0, 후라이팬=18
현재 8153000행 실행 중 (src 4695): 그릇=11, 냄비=0, 단지=0, 숟가락=480, 웍=9, 쟁반=0, 접시=737, 칼=249, 컵=0, 후라이팬=7
현재 8154000행 실행 중 (src 38576): 그릇=141, 냄비=364, 단지=16, 숟가락=40, 웍=29, 쟁반=0, 접시=36, 칼=57, 컵=0, 후라이팬=0
현재 8155000행 실행 중 (src 40078): 그릇=76, 냄비=0, 단지=0, 숟가락=0, 웍=340, 쟁반=171, 접시=0, 칼=1, 컵=2871, 후라이팬=703
현재 8156000행 실행 중 (src 41591): 그릇=0, 냄비=722, 단지=12, 숟가락=32, 웍=15, 쟁반=642990, 접시=8, 칼=12, 컵=0, 후라이팬=3
현재 8157000행 실행 중 (src 29405): 그릇=1903, 냄비=4, 단지=19, 숟가락=110, 웍=25, 쟁반=0, 접시=0, 칼=0, 컵=16023, 후라이팬=55
현재 8158000행 실행 중 (src 30955): 그릇=93, 냄비=0, 단지=66, 숟가락=0, 웍=8, 쟁반=1, 접시=130, 칼=13594, 컵=17, 후라이팬=0
현재 8159000행 실행 중 (src 32437): 그릇=0, 냄비=0, 단지=21, 숟가락=12, 웍=0, 쟁반=2, 접시=502388, 칼=1562, 컵=0, 후라이팬=13
현재 8160000행 실행 중 (src 15435): 그릇=0, 냄비=3, 단지=4504698648, 숟가락=77, 웍=27, 쟁반=2, 접시=12, 칼=0, 컵=0, 후라이팬=0
현재 8161000행 실행 중 (src 16988): 그릇=1, 냄비=180, 단지=0, 숟가락=1, 웍=0, 쟁반=49, 접시=3, 칼=99, 컵=15, 후라이팬=0
현재 8162000행 실행 중 (src 18503): 그릇=84, 냄비=0, 단지=6, 숟가락=0, 웍=0, 쟁반=2, 접시=13363, 칼=1, 컵=0, 후라이팬=52
현재 8163000행 실행 중 (src 15339): 그릇=0, 냄비=41, 단지=5, 숟가락=0, 웍=6, 쟁반=0, 접시=697698887, 칼=29, 컵=0, 후라이팬=0
현재 8164000행 실행 중 (src 16901): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=5, 접시=0, 칼=36, 컵=40, 후라이팬=1431
현재 8165000행 실행 중 (src 18399): 그릇=6, 냄비=80038, 단지=3, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=26, 컵=0, 후라이팬=0
현재 8166000행 실행 중 (src 29204): 그릇=0, 냄비=1, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=16, 칼=0, 컵=12522, 후라이팬=0
현재 8167000행 실행 중 (src 30751): 그릇=0, 냄비=4, 단지=17, 숟가락=393505, 웍=0, 쟁반=1618, 접시=195, 칼=9, 컵=17, 후라이팬=15
현재 8168000행 실행 중 (src 32241): 그릇=0, 냄비=3, 단지=5, 숟가락=149, 웍=1, 쟁반=0, 접시=0, 칼=0, 컵=15119, 후라이팬=0
현재 8169000행 실행 중 (src 5938): 그릇=4, 냄비=10, 단지=0, 숟가락=0, 웍=0, 쟁반=4, 접시=0, 칼=8, 컵=8824621, 후라이팬=34
현재 8170000행 실행 중 (src 7451): 그릇=10, 냄비=0, 단지=1576, 숟가락=0, 웍=0, 쟁반=498864, 접시=5, 칼=28, 컵=0, 후라이팬=61
현재 8171000행 실행 중 (src 9025): 그릇=10909, 냄비=40, 단지=14, 숟가락=0, 웍=0, 쟁반=0, 접시=17, 칼=68, 컵=0, 후라이팬=61
현재 8172000행 실행 중 (src 19858): 그릇=0, 냄비=0, 단지=0, 숟가락=10357, 웍=0, 쟁반=0, 접시=5, 칼=18, 컵=0, 후라이팬=129
현재 8173000행 실행 중 (src 21393): 그릇=0, 냄비=4, 단지=28, 숟가락=0, 웍=218, 쟁반=1, 접시=6, 칼=0, 컵=0, 후라이팬=0
현재 8174000행 실행 중 (src 22964): 그릇=34, 냄비=0, 단지=16052, 숟가락=19, 웍=0, 쟁반=0, 접시=0, 칼=17, 컵=0, 후라이팬=2
현재 8175000행 실행 중 (src 15104): 그릇=0, 냄비=71, 단지=1, 숟가락=0, 웍=1280, 쟁반=0, 접시=7, 칼=7328640, 컵=0, 후라이팬=12
현재 8176000행 실행 중 (src 16643): 그릇=13, 냄비=0, 단지=0, 숟가락=1059, 웍=120, 쟁반=174, 접시=24278, 칼=0, 컵=0, 후라이팬=8
현재 8177000행 실행 중 (src 18145): 그릇=8, 냄비=0, 단지=13, 숟가락=5, 웍=0, 쟁반=0, 접시=10, 칼=2375562, 컵=41, 후라이팬=0
현재 8178000행 실행 중 (src 10379): 그릇=0, 냄비=0, 단지=5, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=10, 컵=404499557458, 후라이팬=3
현재 8179000행 실행 중 (src 11885): 그릇=0, 냄비=0, 단지=14, 숟가락=4, 웍=51775943454871, 쟁반=0, 접시=173, 칼=2, 컵=1021, 후라이팬=0
현재 8180000행 실행 중 (src 13428): 그릇=9, 냄비=6, 단지=0, 숟가락=0, 웍=64, 쟁반=45, 접시=267, 칼=0, 컵=28, 후라이팬=1840922473796
현재 8181000행 실행 중 (src 10343): 그릇=0, 냄비=0, 단지=503, 숟가락=0, 웍=12, 쟁반=0, 접시=0, 칼=4, 컵=1546021420997731872190, 후라이팬=0
현재 8182000행 실행 중 (src 11842): 그릇=23, 냄비=0, 단지=0, 숟가락=17, 웍=395781483775419359537000, 쟁반=0, 접시=173, 칼=0, 컵=1002, 후라이팬=0
현재 8183000행 실행 중 (src 13394): 그릇=0, 냄비=3, 단지=1, 숟가락=0, 웍=9007, 쟁반=16, 접시=22, 칼=21, 컵=18, 후라이팬=21108345801355699235088
현재 8184000행 실행 중 (src 14932): 그릇=0, 냄비=8, 단지=21, 숟가락=231501, 웍=211083458013556995970981, 쟁반=30, 접시=0, 칼=0, 컵=1, 후라이팬=123
현재 8185000행 실행 중 (src 16482): 그릇=0, 냄비=7, 단지=64, 숟가락=58, 웍=355801581902687022858, 쟁반=12, 접시=419, 칼=0, 컵=51, 후라이팬=87
현재 8186000행 실행 중 (src 17978): 그릇=0, 냄비=158382, 단지=39533509100891, 숟가락=0, 웍=77, 쟁반=30, 접시=0, 칼=0, 컵=0, 후라이팬=0
현재 8187000행 실행 중 (src 14859): 그릇=96, 냄비=0, 단지=0, 숟가락=77154, 웍=62, 쟁반=24407035200, 접시=0, 칼=0, 컵=0, 후라이팬=100
현재 8188000행 실행 중 (src 16411): 그릇=1, 냄비=126, 단지=37, 숟가락=56, 웍=5143010, 쟁반=192, 접시=0, 칼=4, 컵=0, 후라이팬=0
현재 8189000행 실행 중 (src 17908): 그릇=0, 냄비=62, 단지=0, 숟가락=31648, 웍=20, 쟁반=0, 접시=22, 칼=3, 컵=20, 후라이팬=4
현재 8190000행 실행 중 (src 14781): 그릇=3600000, 냄비=1, 단지=0, 숟가락=331, 웍=0, 쟁반=0, 접시=25221, 칼=0, 컵=0, 후라이팬=0
현재 8191000행 실행 중 (src 16339): 그릇=594, 냄비=14, 단지=0, 숟가락=24, 웍=0, 쟁반=12, 접시=0, 칼=0, 컵=6, 후라이팬=5
현재 8192000행 실행 중 (src 17832): 그릇=0, 냄비=6, 단지=1, 숟가락=5, 웍=0, 쟁반=31640, 접시=2, 칼=0, 컵=0, 후라이팬=6
현재 8193000행 실행 중 (src 5398): 그릇=16, 냄비=0, 단지=3, 숟가락=0, 웍=12, 쟁반=16, 접시=198, 칼=22, 컵=537918087905, 후라이팬=0
현재 8194000행 실행 중 (src 6907): 그릇=1, 냄비=0, 단지=171, 숟가락=26, 웍=2275800, 쟁반=0, 접시=0, 칼=5, 컵=0, 후라이팬=0
현재 8195000행 실행 중 (src 8441): 그릇=0, 냄비=0, 단지=0, 숟가락=4154, 웍=4, 쟁반=6, 접시=125016, 칼=30, 컵=0, 후라이팬=0
현재 8196000행 실행 중 (src 5352): 그릇=0, 냄비=0, 단지=93, 숟가락=13, 웍=0, 쟁반=1, 접시=0, 칼=22, 컵=40645592140, 후라이팬=0
현재 8197000행 실행 중 (src 6865): 그릇=32, 냄비=21, 단지=5, 숟가락=0, 웍=20688841, 쟁반=9, 접시=3, 칼=0, 컵=0, 후라이팬=26
현재 8198000행 실행 중 (src 8398): 그릇=0, 냄비=0, 단지=105072, 숟가락=18, 웍=4, 쟁반=3, 접시=3, 칼=19, 컵=0, 후라이팬=516
현재 8199000행 실행 중 (src 42260): 그릇=112515917, 냄비=162, 단지=8, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=1, 컵=38, 후라이팬=10
현재 8200000행 실행 중 (src 43801): 그릇=0, 냄비=0, 단지=34, 숟가락=0, 웍=22, 쟁반=2, 접시=0, 칼=0, 컵=0, 후라이팬=15894
현재 8201000행 실행 중 (src 45340): 그릇=47106, 냄비=0, 단지=10, 숟가락=1, 웍=12, 쟁반=5, 접시=47655, 칼=0, 컵=0, 후라이팬=81
현재 8202000행 실행 중 (src 19187): 그릇=13, 냄비=4, 단지=0, 숟가락=45, 웍=6, 쟁반=18, 접시=355, 칼=4, 컵=3469, 후라이팬=0
현재 8203000행 실행 중 (src 20724): 그릇=12, 냄비=42, 단지=97, 숟가락=0, 웍=65, 쟁반=1, 접시=57, 칼=329, 컵=0, 후라이팬=7
현재 8204000행 실행 중 (src 22315): 그릇=705, 냄비=0, 단지=19, 숟가락=0, 웍=59, 쟁반=0, 접시=0, 칼=80, 컵=0, 후라이팬=0
현재 8205000행 실행 중 (src 19104): 그릇=23, 냄비=6, 단지=20, 숟가락=0, 웍=416, 쟁반=0, 접시=30, 칼=3, 컵=0, 후라이팬=15
현재 8206000행 실행 중 (src 20644): 그릇=603, 냄비=0, 단지=0, 숟가락=420, 웍=41, 쟁반=16, 접시=96, 칼=10, 컵=0, 후라이팬=0
현재 8207000행 실행 중 (src 22225): 그릇=624, 냄비=0, 단지=0, 숟가락=9864, 웍=11, 쟁반=0, 접시=0, 칼=0, 컵=15, 후라이팬=0
현재 8208000행 실행 중 (src 19018): 그릇=28, 냄비=10, 단지=0, 숟가락=0, 웍=20, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=0
현재 8209000행 실행 중 (src 20561): 그릇=30, 냄비=8848, 단지=0, 숟가락=42, 웍=138, 쟁반=28, 접시=0, 칼=0, 컵=0, 후라이팬=27
현재 8210000행 실행 중 (src 22140): 그릇=7, 냄비=12, 단지=0, 숟가락=0, 웍=22, 쟁반=1116, 접시=438, 칼=30, 컵=0, 후라이팬=9
현재 8211000행 실행 중 (src 5003): 그릇=14331912, 냄비=696, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=5, 칼=486, 컵=14, 후라이팬=0
현재 8212000행 실행 중 (src 6496): 그릇=43, 냄비=0, 단지=0, 숟가락=13939986, 웍=10, 쟁반=827, 접시=89, 칼=0, 컵=0, 후라이팬=0
현재 8213000행 실행 중 (src 8027): 그릇=8, 냄비=24, 단지=0, 숟가락=2455726, 웍=0, 쟁반=0, 접시=134, 칼=0, 컵=2, 후라이팬=6
현재 8214000행 실행 중 (src 4955): 그릇=15, 냄비=138, 단지=0, 숟가락=0, 웍=0, 쟁반=2749746, 접시=0, 칼=0, 컵=15, 후라이팬=63
현재 8215000행 실행 중 (src 6454): 그릇=0, 냄비=15, 단지=0, 숟가락=64098826, 웍=5, 쟁반=51, 접시=0, 칼=0, 컵=0, 후라이팬=18
현재 8216000행 실행 중 (src 7983): 그릇=6, 냄비=3, 단지=0, 숟가락=1313987, 웍=0, 쟁반=0, 접시=127, 칼=0, 컵=22, 후라이팬=0
현재 8217000행 실행 중 (src 4919): 그릇=0, 냄비=21, 단지=0, 숟가락=0, 웍=3, 쟁반=1422558, 접시=12, 칼=0, 컵=0, 후라이팬=33
현재 8218000행 실행 중 (src 6409): 그릇=0, 냄비=16577842, 단지=8, 숟가락=2609, 웍=2, 쟁반=24, 접시=0, 칼=63, 컵=0, 후라이팬=14
현재 8219000행 실행 중 (src 7942): 그릇=6, 냄비=2, 단지=0, 숟가락=23, 웍=0, 쟁반=10, 접시=494, 칼=0, 컵=11, 후라이팬=166970
현재 8220000행 실행 중 (src 4878): 그릇=0, 냄비=0, 단지=3, 숟가락=0, 웍=66, 쟁반=4, 접시=8, 칼=10, 컵=237540, 후라이팬=1
현재 8221000행 실행 중 (src 6371): 그릇=0, 냄비=16609260, 단지=0, 숟가락=2588, 웍=13, 쟁반=24, 접시=0, 칼=18, 컵=0, 후라이팬=0
현재 8222000행 실행 중 (src 7906): 그릇=35, 냄비=0, 단지=0, 숟가락=137, 웍=0, 쟁반=473, 접시=0, 칼=36, 컵=0, 후라이팬=2005420
현재 8223000행 실행 중 (src 119): 그릇=2518, 냄비=0, 단지=29, 숟가락=0, 웍=0, 쟁반=5, 접시=29704, 칼=2112, 컵=0, 후라이팬=0
현재 8224000행 실행 중 (src 1671): 그릇=0, 냄비=15, 단지=16, 숟가락=0, 웍=12, 쟁반=1525, 접시=0, 칼=6, 컵=2033, 후라이팬=0
현재 8225000행 실행 중 (src 3201): 그릇=45, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=2021, 칼=0, 컵=54, 후라이팬=18
현재 8226000행 실행 중 (src 38): 그릇=2, 냄비=0, 단지=0, 숟가락=4, 웍=115, 쟁반=1, 접시=4928, 칼=0, 컵=0, 후라이팬=3
현재 8227000행 실행 중 (src 1571): 그릇=7, 냄비=4, 단지=377, 숟가락=0, 웍=0, 쟁반=0, 접시=9, 칼=0, 컵=3996, 후라이팬=0
현재 8228000행 실행 중 (src 3088): 그릇=0, 냄비=0, 단지=14, 숟가락=28, 웍=0, 쟁반=0, 접시=0, 칼=131, 컵=0, 후라이팬=581301
현재 8229000행 실행 중 (src 4642): 그릇=0, 냄비=0, 단지=2202, 숟가락=114, 웍=6, 쟁반=14963, 접시=0, 칼=0, 컵=2, 후라이팬=7
현재 8230000행 실행 중 (src 1463): 그릇=0, 냄비=0, 단지=0, 숟가락=963, 웍=3957, 쟁반=2, 접시=12, 칼=0, 컵=6, 후라이팬=0
현재 8231000행 실행 중 (src 2994): 그릇=0, 냄비=0, 단지=5, 숟가락=174, 웍=328, 쟁반=6, 접시=38, 칼=1, 컵=5449638, 후라이팬=8
현재 8232000행 실행 중 (src 4538): 그릇=0, 냄비=5977, 단지=21, 숟가락=404, 웍=0, 쟁반=1308, 접시=0, 칼=4, 컵=9, 후라이팬=0
현재 8233000행 실행 중 (src 1371): 그릇=0, 냄비=0, 단지=48, 숟가락=4, 웍=782, 쟁반=0, 접시=1, 칼=1666, 컵=0, 후라이팬=111
현재 8234000행 실행 중 (src 2894): 그릇=0, 냄비=0, 단지=0, 숟가락=15, 웍=0, 쟁반=0, 접시=21, 칼=28, 컵=1, 후라이팬=5449595
현재 8235000행 실행 중 (src 4440): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=3, 쟁반=1287, 접시=390, 칼=1, 컵=7392, 후라이팬=0
현재 8236000행 실행 중 (src 5949): 그릇=0, 냄비=10, 단지=0, 숟가락=4, 웍=0, 쟁반=0, 접시=0, 칼=18, 컵=2769728, 후라이팬=34
현재 8237000행 실행 중 (src 7458): 그릇=7, 냄비=0, 단지=1576, 숟가락=0, 웍=17, 쟁반=471824, 접시=20, 칼=40, 컵=0, 후라이팬=61
현재 8238000행 실행 중 (src 9034): 그릇=10771, 냄비=44, 단지=14, 숟가락=21, 웍=0, 쟁반=0, 접시=17, 칼=68, 컵=0, 후라이팬=122
현재 8239000행 실행 중 (src 5908): 그릇=0, 냄비=0, 단지=96, 숟가락=7, 웍=25, 쟁반=0, 접시=10, 칼=0, 컵=95269225, 후라이팬=0
현재 8240000행 실행 중 (src 7417): 그릇=1, 냄비=0, 단지=3153, 숟가락=0, 웍=0, 쟁반=0, 접시=32, 칼=14, 컵=883024, 후라이팬=25
현재 8241000행 실행 중 (src 8985): 그릇=12981, 냄비=2, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=2, 칼=204, 컵=37, 후라이팬=61
현재 8242000행 실행 중 (src 5861): 그릇=15, 냄비=20, 단지=2, 숟가락=139, 웍=0, 쟁반=99446300, 접시=0, 칼=3, 컵=288, 후라이팬=0
현재 8243000행 실행 중 (src 7365): 그릇=28135, 냄비=32, 단지=525, 숟가락=0, 웍=3, 쟁반=0, 접시=0, 칼=152, 컵=0, 후라이팬=10
현재 8244000행 실행 중 (src 8932): 그릇=13062, 냄비=33, 단지=75, 숟가락=16, 웍=0, 쟁반=13, 접시=0, 칼=199, 컵=7, 후라이팬=0
현재 8245000행 실행 중 (src 33632): 그릇=0, 냄비=0, 단지=3, 숟가락=0, 웍=4169, 쟁반=12, 접시=232535544, 칼=0, 컵=14, 후라이팬=20
현재 8246000행 실행 중 (src 35149): 그릇=1, 냄비=2, 단지=0, 숟가락=158, 웍=6, 쟁반=0, 접시=54624, 칼=0, 컵=261, 후라이팬=0
현재 8247000행 실행 중 (src 36711): 그릇=15, 냄비=51, 단지=1, 숟가락=0, 웍=0, 쟁반=12522104, 접시=0, 칼=30, 컵=0, 후라이팬=34
현재 8248000행 실행 중 (src 33595): 그릇=51, 냄비=49, 단지=13, 숟가락=20, 웍=4159, 쟁반=388382, 접시=0, 칼=0, 컵=25, 후라이팬=5
현재 8249000행 실행 중 (src 35115): 그릇=349, 냄비=8, 단지=0, 숟가락=26, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=234, 후라이팬=8
현재 8250000행 실행 중 (src 36659): 그릇=0, 냄비=0, 단지=31, 숟가락=0, 웍=5844398, 쟁반=0, 접시=1, 칼=14, 컵=51, 후라이팬=3
현재 8251000행 실행 중 (src 33553): 그릇=47, 냄비=294, 단지=8, 숟가락=8, 웍=2066, 쟁반=1903504, 접시=0, 칼=0, 컵=122, 후라이팬=0
현재 8252000행 실행 중 (src 35081): 그릇=48, 냄비=0, 단지=17, 숟가락=0, 웍=0, 쟁반=117, 접시=0, 칼=3480, 컵=0, 후라이팬=9
현재 8253000행 실행 중 (src 36622): 그릇=128, 냄비=25, 단지=0, 숟가락=37151, 웍=0, 쟁반=0, 접시=0, 칼=26, 컵=12, 후라이팬=1451791
현재 8254000행 실행 중 (src 33511): 그릇=30, 냄비=3, 단지=8, 숟가락=0, 웍=6, 쟁반=237921, 접시=18, 칼=10, 컵=110, 후라이팬=406
현재 8255000행 실행 중 (src 35050): 그릇=13, 냄비=0, 단지=0, 숟가락=0, 웍=3449, 쟁반=110, 접시=14, 칼=9, 컵=0, 후라이팬=3
현재 8256000행 실행 중 (src 36585): 그릇=32, 냄비=15, 단지=0, 숟가락=18564, 웍=19, 쟁반=0, 접시=0, 칼=4, 컵=0, 후라이팬=1451791
현재 8257000행 실행 중 (src 33461): 그릇=8, 냄비=2, 단지=11, 숟가락=0, 웍=394, 쟁반=97020, 접시=0, 칼=0, 컵=17, 후라이팬=0
현재 8258000행 실행 중 (src 35006): 그릇=0, 냄비=0, 단지=0, 숟가락=436, 웍=7410, 쟁반=16, 접시=0, 칼=4, 컵=0, 후라이팬=0
현재 8259000행 실행 중 (src 36538): 그릇=13, 냄비=16, 단지=1451791, 숟가락=18540, 웍=161, 쟁반=0, 접시=0, 칼=0, 컵=1, 후라이팬=3
현재 8260000행 실행 중 (src 33429): 그릇=0, 냄비=0, 단지=65, 숟가락=0, 웍=377, 쟁반=7930, 접시=11, 칼=0, 컵=2, 후라이팬=0
현재 8261000행 실행 중 (src 34969): 그릇=8955, 냄비=0, 단지=0, 숟가락=218, 웍=0, 쟁반=192, 접시=1, 칼=13, 컵=0, 후라이팬=0
현재 8262000행 실행 중 (src 36507): 그릇=0, 냄비=0, 단지=176670, 숟가락=4, 웍=7, 쟁반=4800, 접시=13, 칼=3082, 컵=40, 후라이팬=52
현재 8263000행 실행 중 (src 33389): 그릇=0, 냄비=147, 단지=36, 숟가락=29, 웍=735, 쟁반=7930, 접시=0, 칼=1, 컵=0, 후라이팬=0
현재 8264000행 실행 중 (src 34932): 그릇=20, 냄비=0, 단지=22, 숟가락=105, 웍=12, 쟁반=48, 접시=0, 칼=0, 컵=8785, 후라이팬=0
현재 8265000행 실행 중 (src 36463): 그릇=0, 냄비=0, 단지=35334, 숟가락=0, 웍=39, 쟁반=120, 접시=42, 칼=3082, 컵=1, 후라이팬=6
현재 8266000행 실행 중 (src 33352): 그릇=0, 냄비=6, 단지=27, 숟가락=20, 웍=726, 쟁반=7906, 접시=45, 칼=10, 컵=0, 후라이팬=0
현재 8267000행 실행 중 (src 34891): 그릇=0, 냄비=0, 단지=0, 숟가락=7, 웍=6, 쟁반=48, 접시=0, 칼=0, 컵=1747, 후라이팬=0
현재 8268000행 실행 중 (src 36417): 그릇=26, 냄비=0, 단지=4415, 숟가락=0, 웍=35, 쟁반=2, 접시=0, 칼=382, 컵=5, 후라이팬=0
현재 8269000행 실행 중 (src 28718): 그릇=23, 냄비=0, 단지=15, 숟가락=704, 웍=0, 쟁반=249, 접시=0, 칼=0, 컵=7, 후라이팬=81
현재 8270000행 실행 중 (src 30291): 그릇=0, 냄비=36, 단지=136, 숟가락=0, 웍=7911010, 쟁반=8, 접시=1886, 칼=0, 컵=0, 후라이팬=0
현재 8271000행 실행 중 (src 31798): 그릇=0, 냄비=54, 단지=28, 숟가락=2, 웍=15, 쟁반=4, 접시=0, 칼=0, 컵=0, 후라이팬=638132
현재 8272000행 실행 중 (src 28689): 그릇=0, 냄비=349, 단지=8, 숟가락=176, 웍=0, 쟁반=0, 접시=62, 칼=1968, 컵=7, 후라이팬=2
현재 8273000행 실행 중 (src 30265): 그릇=45, 냄비=21, 단지=17, 숟가락=0, 웍=0, 쟁반=150735, 접시=4, 칼=7910964, 컵=0, 후라이팬=0
현재 8274000행 실행 중 (src 31768): 그릇=47, 냄비=0, 단지=28, 숟가락=2, 웍=638105, 쟁반=0, 접시=3, 칼=0, 컵=0, 후라이팬=6
현재 8275000행 실행 중 (src 28663): 그릇=8, 냄비=349, 단지=0, 숟가락=174, 웍=0, 쟁반=0, 접시=45, 칼=236, 컵=0, 후라이팬=0
현재 8276000행 실행 중 (src 30232): 그릇=0, 냄비=21, 단지=17, 숟가락=7910957, 웍=0, 쟁반=12556, 접시=0, 칼=0, 컵=0, 후라이팬=0
